num samples: 10000
NUM_TRAIN_SAMPLES: 9999
NUM_TRAIN_BATCHES: 100
NUM_TEST_SAMPLES: 9999
NUM_TEST_BATCHES: 100
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 20
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba20_10k_0.1.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 20
NUM_DYN_EPOCHS_INIT: 20
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: timeseries
--------------------- Start training ------------------------
evaluating individudal 0 - 641493d6259adafd. Mean loss in evaluation epoch: 0.3165974020957947, epochs needed: 20
evaluating individudal 1 - ccb97ed142eca62b. Mean loss in evaluation epoch: 0.3172150254249573, epochs needed: 20
evaluating individudal 2 - 88ebcfd9e086c98c. Mean loss in evaluation epoch: 0.3175200819969177, epochs needed: 20
evaluating individudal 3 - 8c29b09fac5b80bf. Mean loss in evaluation epoch: 0.3169166147708893, epochs needed: 20
evaluating individudal 4 - 63589185241c664d. Mean loss in evaluation epoch: 0.3168242573738098, epochs needed: 20
evaluating individudal 5 - 0f83c210d930a29e. Mean loss in evaluation epoch: 0.3167484700679779, epochs needed: 20
evaluating individudal 6 - 857fdcec50250a57. Mean loss in evaluation epoch: 0.31703993678092957, epochs needed: 20
evaluating individudal 7 - 9e01ad3838dd3879. Mean loss in evaluation epoch: 0.3169456124305725, epochs needed: 20
evaluating individudal 8 - 2d2604d555dd92bd. Mean loss in evaluation epoch: 0.3170888125896454, epochs needed: 20
evaluating individudal 9 - 5a79236619044c04. Mean loss in evaluation epoch: 0.31635576486587524, epochs needed: 20
Round 13 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 5a79236619044c04, num_times_seen_before: 0
ACC: 0.4736842105263158
TPR/FPR: 0.4722222222222222, 0.525974025974026
Loss: 0.31635576486587524
Timestamp: 7545.758514756999
---------------------------------------------------------------
evaluating individudal 0 - 93f01ca35b1a88b5. Mean loss in evaluation epoch: 0.31813615560531616, epochs needed: 20
evaluating individudal 1 - d4553b1722167736. Mean loss in evaluation epoch: 0.3182007074356079, epochs needed: 20
evaluating individudal 2 - d296bd9e14094451. Mean loss in evaluation epoch: 0.3187468349933624, epochs needed: 20
evaluating individudal 3 - d841c750eb582f7b. Mean loss in evaluation epoch: 0.3166140913963318, epochs needed: 20
evaluating individudal 4 - 9755900d9a7e7a8c. Mean loss in evaluation epoch: 0.3171578645706177, epochs needed: 20
evaluating individudal 5 - 93732e520dfd3564. Mean loss in evaluation epoch: 0.3188507854938507, epochs needed: 20
evaluating individudal 6 - c174443336864724. Mean loss in evaluation epoch: 0.3173823058605194, epochs needed: 20
evaluating individudal 7 - 319e8a51fb164fc5. Mean loss in evaluation epoch: 0.31966742873191833, epochs needed: 20
evaluating individudal 8 - aa26a6a3d1b9592f. Mean loss in evaluation epoch: 0.3186575174331665, epochs needed: 20
evaluating individudal 9 - 60b9ac1d5d090637. Mean loss in evaluation epoch: 0.31906765699386597, epochs needed: 20
evaluating individudal 10 - 1d69ac2c6f1ce42a. Mean loss in evaluation epoch: 0.31966784596443176, epochs needed: 20
evaluating individudal 11 - 544975a2925ec48d. Mean loss in evaluation epoch: 0.3193710744380951, epochs needed: 20
evaluating individudal 12 - 3f7e3e6dd7323835. Mean loss in evaluation epoch: 0.3177044093608856, epochs needed: 20
evaluating individudal 13 - aea6d3372522663d. Mean loss in evaluation epoch: 0.3180438280105591, epochs needed: 20
evaluating individudal 14 - b2fedf6bb778d1ea. Mean loss in evaluation epoch: 0.3190501630306244, epochs needed: 20
evaluating individudal 15 - 8595b7d33955da4d. Mean loss in evaluation epoch: 0.31999900937080383, epochs needed: 20
evaluating individudal 16 - 4520876038833254. Mean loss in evaluation epoch: 0.31992533802986145, epochs needed: 20
evaluating individudal 17 - aa37f73286029e23. Mean loss in evaluation epoch: 0.3170933127403259, epochs needed: 20
evaluating individudal 18 - 6bdc89e977d6f4a7. Mean loss in evaluation epoch: 0.31907448172569275, epochs needed: 20
evaluating individudal 19 - 2411226dd0fc52c7. Mean loss in evaluation epoch: 0.31929779052734375, epochs needed: 20
evaluating individudal 20 - f41e99195ced126d. Mean loss in evaluation epoch: 0.32108429074287415, epochs needed: 20
evaluating individudal 21 - e699d595f496ec8e. Mean loss in evaluation epoch: 0.3174464702606201, epochs needed: 20
evaluating individudal 22 - e008052bea9119ce. Mean loss in evaluation epoch: 0.31963610649108887, epochs needed: 20
evaluating individudal 23 - 7bb1255f169c2999. Mean loss in evaluation epoch: 0.31876471638679504, epochs needed: 20
evaluating individudal 24 - da5a489a31dd51be. Mean loss in evaluation epoch: 0.3170226514339447, epochs needed: 20
evaluating individudal 25 - ee5e81e907b2f3b1. Mean loss in evaluation epoch: 0.3187449276447296, epochs needed: 20
evaluating individudal 26 - e021a1485a9bf71e. Mean loss in evaluation epoch: 0.31992480158805847, epochs needed: 20
evaluating individudal 27 - eb9490b28dd04cb2. Mean loss in evaluation epoch: 0.31996944546699524, epochs needed: 20
evaluating individudal 28 - 8e8a4e445e18a08a. Mean loss in evaluation epoch: 0.3171062469482422, epochs needed: 20
evaluating individudal 29 - 23f5aa8cb705b8ed. Mean loss in evaluation epoch: 0.3170711398124695, epochs needed: 20
evaluating individudal 30 - eef7e7b45e40e8c3. Mean loss in evaluation epoch: 0.3186909258365631, epochs needed: 20
evaluating individudal 31 - f6d0deeb0740f13d. Mean loss in evaluation epoch: 0.3191465437412262, epochs needed: 20
evaluating individudal 32 - 3926fc955eb46ff3. Mean loss in evaluation epoch: 0.3193139433860779, epochs needed: 20
evaluating individudal 33 - 0b3b87cdad0c1729. Mean loss in evaluation epoch: 0.31852930784225464, epochs needed: 20
evaluating individudal 34 - 11e1e5ef4996e187. Mean loss in evaluation epoch: 0.3172028362751007, epochs needed: 20
evaluating individudal 35 - 3b0b3278b1eb3834. Mean loss in evaluation epoch: 0.3203428089618683, epochs needed: 20
evaluating individudal 36 - 58a0a06bd70f75ce. Mean loss in evaluation epoch: 0.3177073299884796, epochs needed: 20
evaluating individudal 37 - 773a39ca3dbe66de. Mean loss in evaluation epoch: 0.3196288049221039, epochs needed: 20
evaluating individudal 38 - 5751964cf3a05c19. Mean loss in evaluation epoch: 0.31783971190452576, epochs needed: 20
evaluating individudal 39 - d7ecc7ac78f9c1f6. Mean loss in evaluation epoch: 0.3203667998313904, epochs needed: 20
evaluating individudal 0 - 5a79236619044c04. Mean loss in evaluation epoch: 0.3164820075035095, epochs needed: 20
evaluating individudal 1 - 144548dc24538529. Mean loss in evaluation epoch: 0.3166261911392212, epochs needed: 20
evaluating individudal 2 - b59d6e48de404332. Mean loss in evaluation epoch: 0.3164496123790741, epochs needed: 20
evaluating individudal 3 - 2a17556cad53e1cd. Mean loss in evaluation epoch: 0.31662517786026, epochs needed: 20
evaluating individudal 4 - 276655ae5c8ff47e. Mean loss in evaluation epoch: 0.31682711839675903, epochs needed: 20
evaluating individudal 5 - 641493d6259adafd. Mean loss in evaluation epoch: 0.31673547625541687, epochs needed: 20
evaluating individudal 6 - 2f85313e5b33f7a9. Mean loss in evaluation epoch: 0.31647443771362305, epochs needed: 20
evaluating individudal 7 - 5e2983e86b42f700. Mean loss in evaluation epoch: 0.3164401650428772, epochs needed: 20
evaluating individudal 8 - 0f83c210d930a29e. Mean loss in evaluation epoch: 0.3169292211532593, epochs needed: 20
evaluating individudal 9 - 63589185241c664d. Mean loss in evaluation epoch: 0.3170119822025299, epochs needed: 20
Round 14 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 5e2983e86b42f700, num_times_seen_before: 0
ACC: 0.3526315789473684
TPR/FPR: 0.4444444444444444, 0.6688311688311688
Loss: 0.3164401650428772
Timestamp: 8142.445732455999
---------------------------------------------------------------
evaluating individudal 0 - dcc2df260b7d55b6. Mean loss in evaluation epoch: 0.31756800413131714, epochs needed: 20
evaluating individudal 1 - 128e7aa9622773c5. Mean loss in evaluation epoch: 0.3171730637550354, epochs needed: 20
evaluating individudal 2 - ef4ee170e53db8ef. Mean loss in evaluation epoch: 0.31808552145957947, epochs needed: 20
evaluating individudal 3 - 322fda4763a0c545. Mean loss in evaluation epoch: 0.318372905254364, epochs needed: 20
evaluating individudal 4 - 596b3004292e96a2. Mean loss in evaluation epoch: 0.31730860471725464, epochs needed: 20
evaluating individudal 5 - f8cdbc3d0e861ec5. Mean loss in evaluation epoch: 0.3192836046218872, epochs needed: 20
evaluating individudal 6 - 265942573a9e0b65. Mean loss in evaluation epoch: 0.31789058446884155, epochs needed: 20
evaluating individudal 7 - 7cdca13bb948954a. Mean loss in evaluation epoch: 0.3169023394584656, epochs needed: 20
evaluating individudal 8 - 13feeb7df265ce5e. Mean loss in evaluation epoch: 0.31887078285217285, epochs needed: 20
evaluating individudal 9 - e01dce9544224aa3. Mean loss in evaluation epoch: 0.3196764290332794, epochs needed: 20
evaluating individudal 10 - 0143d80e8cc86e84. Mean loss in evaluation epoch: 0.32096174359321594, epochs needed: 20
evaluating individudal 11 - deb5d80ee88b125e. Mean loss in evaluation epoch: 0.31828829646110535, epochs needed: 20
evaluating individudal 12 - 22776182693c5cc0. Mean loss in evaluation epoch: 0.3186073899269104, epochs needed: 20
evaluating individudal 13 - 166481ec8bddbf33. Mean loss in evaluation epoch: 0.31654512882232666, epochs needed: 20
evaluating individudal 14 - 7f5d5e174a6e3519. Mean loss in evaluation epoch: 0.3188401460647583, epochs needed: 20
evaluating individudal 15 - d532ebcdcc083510. Mean loss in evaluation epoch: 0.31970930099487305, epochs needed: 20
evaluating individudal 16 - 92c96ccca09f774c. Mean loss in evaluation epoch: 0.31798484921455383, epochs needed: 20
evaluating individudal 17 - 47d48f561f424e54. Mean loss in evaluation epoch: 0.31976014375686646, epochs needed: 20
evaluating individudal 18 - f247443eb597b8ab. Mean loss in evaluation epoch: 0.3184243440628052, epochs needed: 20
evaluating individudal 19 - 8c2ed9a13ecab3c3. Mean loss in evaluation epoch: 0.3202268183231354, epochs needed: 20
evaluating individudal 20 - f9f414e670bb4169. Mean loss in evaluation epoch: 0.3177020251750946, epochs needed: 20
evaluating individudal 21 - 3e414070d7de5400. Mean loss in evaluation epoch: 0.3203269839286804, epochs needed: 20
evaluating individudal 22 - 2c2c38eb476356b9. Mean loss in evaluation epoch: 0.3171437084674835, epochs needed: 20
evaluating individudal 23 - b80758f545987ab5. Mean loss in evaluation epoch: 0.31719058752059937, epochs needed: 20
evaluating individudal 24 - f02ba917d11b5105. Mean loss in evaluation epoch: 0.3191515803337097, epochs needed: 20
evaluating individudal 25 - fc05451692607750. Mean loss in evaluation epoch: 0.3177548050880432, epochs needed: 20
evaluating individudal 26 - 68ce83b13fe25a52. Mean loss in evaluation epoch: 0.3172701299190521, epochs needed: 20
evaluating individudal 27 - 24b1423a7acd9eeb. Mean loss in evaluation epoch: 0.3183952271938324, epochs needed: 20
evaluating individudal 28 - c46d011eac38de5d. Mean loss in evaluation epoch: 0.31624868512153625, epochs needed: 20
evaluating individudal 29 - 71c8d03fbe667689. Mean loss in evaluation epoch: 0.31798097491264343, epochs needed: 20
evaluating individudal 30 - 72349dfe18729d0e. Mean loss in evaluation epoch: 0.3185868263244629, epochs needed: 20
evaluating individudal 31 - 0614a1e8a82f13a6. Mean loss in evaluation epoch: 0.317632257938385, epochs needed: 20
evaluating individudal 32 - a275f2c7c769aabd. Mean loss in evaluation epoch: 0.3185238242149353, epochs needed: 20
evaluating individudal 33 - 1ba52e5c7d1baa21. Mean loss in evaluation epoch: 0.3189826011657715, epochs needed: 20
evaluating individudal 34 - 1c39b818034e1a2b. Mean loss in evaluation epoch: 0.3166932463645935, epochs needed: 20
evaluating individudal 35 - 7a5887fe40917317. Mean loss in evaluation epoch: 0.31910914182662964, epochs needed: 20
evaluating individudal 36 - 6376fcd9bb2637d0. Mean loss in evaluation epoch: 0.3178921937942505, epochs needed: 20
evaluating individudal 37 - e55cd4d461437f5b. Mean loss in evaluation epoch: 0.32025641202926636, epochs needed: 20
evaluating individudal 38 - 3a8276d5ff9f90be. Mean loss in evaluation epoch: 0.32037535309791565, epochs needed: 20
evaluating individudal 39 - cd32385b37ce8d3c. Mean loss in evaluation epoch: 0.31879621744155884, epochs needed: 20
evaluating individudal 0 - 5e2983e86b42f700. Mean loss in evaluation epoch: 0.31645429134368896, epochs needed: 20
evaluating individudal 1 - b59d6e48de404332. Mean loss in evaluation epoch: 0.31641262769699097, epochs needed: 20
evaluating individudal 2 - 2f85313e5b33f7a9. Mean loss in evaluation epoch: 0.31713345646858215, epochs needed: 20
evaluating individudal 3 - 5a79236619044c04. Mean loss in evaluation epoch: 0.31666654348373413, epochs needed: 20
evaluating individudal 4 - d841c750eb582f7b. Mean loss in evaluation epoch: 0.3177524209022522, epochs needed: 20
evaluating individudal 5 - 2a17556cad53e1cd. Mean loss in evaluation epoch: 0.31690481305122375, epochs needed: 20
evaluating individudal 6 - 144548dc24538529. Mean loss in evaluation epoch: 0.31653347611427307, epochs needed: 20
evaluating individudal 7 - 641493d6259adafd. Mean loss in evaluation epoch: 0.3175732493400574, epochs needed: 20
evaluating individudal 8 - 276655ae5c8ff47e. Mean loss in evaluation epoch: 0.3164878785610199, epochs needed: 20
evaluating individudal 9 - 0f83c210d930a29e. Mean loss in evaluation epoch: 0.3170868158340454, epochs needed: 20
Round 15 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c46d011eac38de5d, num_times_seen_before: 0
ACC: 0.5105263157894737
TPR/FPR: 0.5277777777777778, 0.4935064935064935
Loss: 0.31624868512153625
Timestamp: 8754.617225807
---------------------------------------------------------------
evaluating individudal 0 - 98ddfccb02744c53. Mean loss in evaluation epoch: 0.3191155791282654, epochs needed: 20
evaluating individudal 1 - 2b722ef6c9d5f6e1. Mean loss in evaluation epoch: 0.31904739141464233, epochs needed: 20
evaluating individudal 2 - a1e1dbfe8af296f6. Mean loss in evaluation epoch: 0.31718409061431885, epochs needed: 20
evaluating individudal 3 - 9216930bac486490. Mean loss in evaluation epoch: 0.31925860047340393, epochs needed: 20
evaluating individudal 4 - 10806b26c39da4f4. Mean loss in evaluation epoch: 0.31724199652671814, epochs needed: 20
evaluating individudal 5 - bc03eec02398faae. Mean loss in evaluation epoch: 0.31937140226364136, epochs needed: 20
evaluating individudal 6 - 01ac7a01f023447b. Mean loss in evaluation epoch: 0.32069137692451477, epochs needed: 20
evaluating individudal 7 - 760877880173a7fa. Mean loss in evaluation epoch: 0.3194020688533783, epochs needed: 20
evaluating individudal 8 - 0319d2d765b65ce6. Mean loss in evaluation epoch: 0.3173331320285797, epochs needed: 20
evaluating individudal 9 - 9371da452acd91a9. Mean loss in evaluation epoch: 0.31868618726730347, epochs needed: 20
evaluating individudal 10 - 78828609035fba4f. Mean loss in evaluation epoch: 0.3180949091911316, epochs needed: 20
evaluating individudal 11 - 45603172cfc58b26. Mean loss in evaluation epoch: 0.31792527437210083, epochs needed: 20
evaluating individudal 12 - 995aba60131facc8. Mean loss in evaluation epoch: 0.31939101219177246, epochs needed: 20
evaluating individudal 13 - bcbdb00a93197d57. Mean loss in evaluation epoch: 0.31919461488723755, epochs needed: 20
evaluating individudal 14 - 5576560434a81898. Mean loss in evaluation epoch: 0.3201964497566223, epochs needed: 20
evaluating individudal 15 - 5aa825c1a0aefd97. Mean loss in evaluation epoch: 0.31755155324935913, epochs needed: 20
evaluating individudal 16 - 364accbca8559d97. Mean loss in evaluation epoch: 0.3191928267478943, epochs needed: 20
evaluating individudal 17 - bce3561964bfcceb. Mean loss in evaluation epoch: 0.3184649348258972, epochs needed: 20
evaluating individudal 18 - a76a3ac476ad042d. Mean loss in evaluation epoch: 0.31844577193260193, epochs needed: 20
evaluating individudal 19 - 13f278903aadb41a. Mean loss in evaluation epoch: 0.3195553123950958, epochs needed: 20
evaluating individudal 20 - fc438f44a6554b6c. Mean loss in evaluation epoch: 0.32064369320869446, epochs needed: 20
evaluating individudal 21 - 626436679923c2ef. Mean loss in evaluation epoch: 0.3208528757095337, epochs needed: 20
evaluating individudal 22 - 4182e2e2c118f2b7. Mean loss in evaluation epoch: 0.3203476667404175, epochs needed: 20
evaluating individudal 23 - c5a57f8691899bdb. Mean loss in evaluation epoch: 0.3183267414569855, epochs needed: 20
evaluating individudal 24 - bb93dbf3b2fd5024. Mean loss in evaluation epoch: 0.3171740174293518, epochs needed: 20
evaluating individudal 25 - 622b372b672ca58e. Mean loss in evaluation epoch: 0.3198429048061371, epochs needed: 20
evaluating individudal 26 - 3d4ca8a2105987b6. Mean loss in evaluation epoch: 0.3179410398006439, epochs needed: 20
evaluating individudal 27 - 9e90ca68fbca28d7. Mean loss in evaluation epoch: 0.3174862265586853, epochs needed: 20
evaluating individudal 28 - 7f5b08eda73cefe9. Mean loss in evaluation epoch: 0.31857794523239136, epochs needed: 20
evaluating individudal 29 - 2be5394afdff46ca. Mean loss in evaluation epoch: 0.31726986169815063, epochs needed: 20
evaluating individudal 30 - 0647beebae66f471. Mean loss in evaluation epoch: 0.32007625699043274, epochs needed: 20
evaluating individudal 31 - 0e9bb7645f47fd2d. Mean loss in evaluation epoch: 0.31731536984443665, epochs needed: 20
evaluating individudal 32 - e36003c508e3e63d. Mean loss in evaluation epoch: 0.31829166412353516, epochs needed: 20
evaluating individudal 33 - fe228c87215e3c3f. Mean loss in evaluation epoch: 0.3181610107421875, epochs needed: 20
evaluating individudal 34 - da932e7195848adf. Mean loss in evaluation epoch: 0.3172248303890228, epochs needed: 20
evaluating individudal 35 - 6ef4d480bdb1d911. Mean loss in evaluation epoch: 0.31851062178611755, epochs needed: 20
evaluating individudal 36 - 122b5f4e1dc3279b. Mean loss in evaluation epoch: 0.3176819086074829, epochs needed: 20
evaluating individudal 37 - 6b2814f943312d3d. Mean loss in evaluation epoch: 0.31846579909324646, epochs needed: 20
evaluating individudal 38 - a9c3c09f0ef6c4da. Mean loss in evaluation epoch: 0.31758010387420654, epochs needed: 20
evaluating individudal 39 - e7bc5d943d2bb15f. Mean loss in evaluation epoch: 0.3191453516483307, epochs needed: 20
evaluating individudal 0 - c46d011eac38de5d. Mean loss in evaluation epoch: 0.3164462447166443, epochs needed: 20
evaluating individudal 1 - b59d6e48de404332. Mean loss in evaluation epoch: 0.3166094720363617, epochs needed: 20
evaluating individudal 2 - 5e2983e86b42f700. Mean loss in evaluation epoch: 0.31759336590766907, epochs needed: 20
evaluating individudal 3 - 276655ae5c8ff47e. Mean loss in evaluation epoch: 0.3164713382720947, epochs needed: 20
evaluating individudal 4 - 144548dc24538529. Mean loss in evaluation epoch: 0.3170141279697418, epochs needed: 20
evaluating individudal 5 - 166481ec8bddbf33. Mean loss in evaluation epoch: 0.3167823255062103, epochs needed: 20
evaluating individudal 6 - 5a79236619044c04. Mean loss in evaluation epoch: 0.31750911474227905, epochs needed: 20
evaluating individudal 7 - 1c39b818034e1a2b. Mean loss in evaluation epoch: 0.3166571855545044, epochs needed: 20
evaluating individudal 8 - 7cdca13bb948954a. Mean loss in evaluation epoch: 0.31695953011512756, epochs needed: 20
evaluating individudal 9 - 2a17556cad53e1cd. Mean loss in evaluation epoch: 0.3165472447872162, epochs needed: 20
Round 16 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c46d011eac38de5d, num_times_seen_before: 1
ACC: 0.5105263157894737
TPR/FPR: 0.5277777777777778, 0.4935064935064935
Loss: 0.3164462447166443
Timestamp: 9379.602075956005
---------------------------------------------------------------
evaluating individudal 0 - 0d3175e333916d9d. Mean loss in evaluation epoch: 0.31820833683013916, epochs needed: 20
evaluating individudal 1 - 7d2f6fb6344ac968. Mean loss in evaluation epoch: 0.3204720616340637, epochs needed: 20
evaluating individudal 2 - 5b36e91ff3bd2f81. Mean loss in evaluation epoch: 0.3189096748828888, epochs needed: 20
evaluating individudal 3 - be534359a470e39e. Mean loss in evaluation epoch: 0.3178524971008301, epochs needed: 20
evaluating individudal 4 - b42a0494cc4b6381. Mean loss in evaluation epoch: 0.3163185715675354, epochs needed: 20
evaluating individudal 5 - a4498eecd9f1401e. Mean loss in evaluation epoch: 0.31987494230270386, epochs needed: 20
evaluating individudal 6 - 5a6deaaae0ff587f. Mean loss in evaluation epoch: 0.3192213773727417, epochs needed: 20
evaluating individudal 7 - adc8a256079f7724. Mean loss in evaluation epoch: 0.3173643946647644, epochs needed: 20
evaluating individudal 8 - 733d7775644e253f. Mean loss in evaluation epoch: 0.31629547476768494, epochs needed: 20
evaluating individudal 9 - 702fd887f413aaff. Mean loss in evaluation epoch: 0.3191559612751007, epochs needed: 20
evaluating individudal 10 - 9f151df4ae8b5c52. Mean loss in evaluation epoch: 0.32000991702079773, epochs needed: 20
evaluating individudal 11 - b4e279494eb24a47. Mean loss in evaluation epoch: 0.3187435269355774, epochs needed: 20
evaluating individudal 12 - 11e08e5f764ec9d5. Mean loss in evaluation epoch: 0.31719163060188293, epochs needed: 20
evaluating individudal 13 - a955de5554bfe880. Mean loss in evaluation epoch: 0.3181154131889343, epochs needed: 20
evaluating individudal 14 - ccdf5e551dba4418. Mean loss in evaluation epoch: 0.3178507089614868, epochs needed: 20
evaluating individudal 15 - e6f59437c31f8b7a. Mean loss in evaluation epoch: 0.3172125518321991, epochs needed: 20
evaluating individudal 16 - e14b4d4a333b66f4. Mean loss in evaluation epoch: 0.31649908423423767, epochs needed: 20
evaluating individudal 17 - 0eb89500b3b4499f. Mean loss in evaluation epoch: 0.3177647888660431, epochs needed: 20
evaluating individudal 18 - 82181a9f1c7f4453. Mean loss in evaluation epoch: 0.3163500428199768, epochs needed: 20
evaluating individudal 19 - 0d51a2d6d13e4ac8. 
